Origin_Country,Age_Arrived,Sex,Years_as_Resident,Native_Language,Target_Language,Education_days,Enrolled_Coruse,Speaking,Written_Understanding
Italy,41,Female,2,German,English,4,99,543,0.037325
Germany,22,Female,2,German,Monolingual,3,101,579,0.037325
Germany,32,Male,3,German,English,4,101,524,0.037325
Germany,40,Male,3,German,English,4,101,571,0.037325
Germany,26,Male,1,German,English,4,101,554,0.037325
Switzerland,39,Female,5,German,English,4,94,596,0.037325
Germany,49,Female,2,German,Monolingual,4,101,552,0.037325
Germany,20,Female,1,German,English,4,101,522,0.037325
Germany,23,Female,2,German,English,3,101,596,0.037325
Germany,20,Female,11,German,English,3,101,517,0.037325
Germany,19,Female,3,German,English,4,101,563,0.037325
Switzerland,21,Male,0,German,English,3,94,570,0.037325
Germany,23,Female,1,German,English,1,101,562,0.037325
Germany,23,Male,7,German,Monolingual,2,101,513,0.037325
Germany,19,Female,1,German,Spanish,3,101,554,0.037325
Germany,29,Female,0,German,English,2,101,581,0.037325
Germany,37,Male,0,German,English,4,101,513,0.037325
Germany,30,Female,1,German,English,3,101,611,0.037325
Germany,24,Female,1,German,English,1,101,534,0.037325
Germany,24,Female,2,German,English,3,101,558,0.037325
Germany,32,Male,1,German,English,2,101,635,0.037325
Germany,41,Female,2,German,English,2,101,538,0.037325
Germany,19,Female,0,German,English,3,101,512,0.037325
Austria,30,Female,1,German,English,4,100,542,0.037325
Germany,21,Female,1,German,Monolingual,3,101,533,0.037325
Germany,55,Female,3,German,French,4,101,514,0.037325
Switzerland,37,Female,1,German,Italian,4,94,569,0.037325
Germany,20,Male,1,German,English,1,101,573,0.037325
Germany,20,Female,0,German,English,3,101,527,0.037325
Germany,34,Female,12,German,Monolingual,1,101,521,0.037325
Germany,34,Male,5,German,Spanish,3,101,553,0.037325
Mexico,20,Female,4,German,English,3,83,586,0.037325
Germany,29,Female,2,German,English,4,101,559,0.037325
Germany,42,Female,2,German,English,3,101,639,0.037325
Germany,26,Female,1,German,English,4,101,542,0.037325
Germany,21,Female,3,German,English,3,101,568,0.037325
Germany,39,Female,3,German,English,3,101,523,0.037325
Germany,23,Female,0,German,English,4,101,594,0.037325
USSR,21,Female,2,German,Russian,3,90,605,0.037325
Germany,28,Male,8,German,English,4,101,601,0.037325
Poland,20,Female,4,German,English,3,100,562,0.037325
Germany,22,Female,1,German,English,3,101,613,0.037325
Germany,21,Female,1,German,English,4,101,576,0.037325
Germany,30,Female,15,German,English,4,101,563,0.037325
Germany,26,Female,10,German,English,1,101,507,0.037325
Germany,38,Female,1,German,French,3,101,611,0.037325
Germany,22,Female,0,German,English,3,101,491,0.037325
Germany,20,Female,0,German,English,3,101,561,0.037325
Germany,20,Female,1,German,English,1,101,469,0.037325
Germany,27,Female,1,German,English,4,101,626,0.037325
Germany,26,Female,1,German,English,3,101,548,0.037325
Germany,7,Female,12,German,Spanish,3,101,522,0.037325
Germany,33,Male,5,German,Greek,3,101,559,0.037325
Germany,10,Female,10,German,English,3,101,535,0.037325
Germany,19,Female,2,German,English,3,101,613,0.037325
Germany,26,Female,13,German,English,3,101,585,0.037325
Switzerland,14,Female,8,German,English,3,94,586,0.037325
Germany,31,Male,1,German,English,1,101,522,0.037325
Germany,37,Female,1,German,English,4,101,557,0.037325
Germany,22,Female,1,German,English,4,101,596,0.037325
Germany,34,Female,8,German,English,1,101,559,0.037325
Switzerland,26,Female,2,German,French,3,94,650,0.037325
Germany,27,Female,0,German,English,3,101,553,0.037325
Germany,16,Female,1,German,English,3,101,566,0.037325
Germany,20,Male,0,German,Monolingual,1,101,579,0.037325
Germany,19,Female,1,German,Monolingual,3,101,543,0.037325
Germany,19,Male,0,German,English,3,101,581,0.037325
Germany,18,Female,2,German,French,3,101,525,0.037325
Germany,54,Female,2,German,English,3,101,566,0.037325
Germany,20,Female,1,German,Polish,3,101,523,0.037325
Germany,34,Female,1,German,Monolingual,3,101,501,0.037325
Germany,25,Female,2,German,English,4,101,550,0.037325
Germany,28,Male,3,German,English,3,101,598,0.037325
Germany,26,Male,0,German,English,4,101,526,0.037325
Germany,25,Female,1,German,English,4,101,637,0.037325
Germany,16,Female,4,German,English,3,101,537,0.037325
Germany,19,Female,1,German,English,3,101,520,0.037325
Germany,31,Male,4,German,Monolingual,2,101,563,0.037325
Germany,18,Female,1,German,Monolingual,3,101,567,0.037325
Germany,26,Female,2,German,French,4,101,554,0.037325
Germany,19,Female,1,German,English,3,101,537,0.037325
Poland,15,Female,10,German,English,1,100,554,0.037325
Germany,32,Female,2,German,Monolingual,2,101,556,0.037325
Germany,23,Female,2,German,Monolingual,4,101,544,0.037325
Germany,37,Female,6,German,English,4,101,638,0.037325
Germany,24,Female,1,German,Monolingual,4,101,535,0.037325
Germany,0,Male,21,German,English,3,101,531,0.037325
Switzerland,32,Female,0,German,French,2,94,569,0.037325
Germany,20,Female,1,German,French,1,101,566,0.037325
Germany,25,Male,0,German,English,3,101,492,0.037325
Germany,36,Female,2,German,Monolingual,2,101,524,0.037325
Germany,24,Female,0,German,English,4,101,519,0.037325
Germany,27,Female,20,German,English,1,101,609,0.037325
Germany,30,Female,0,German,French,3,101,515,0.037325
Germany,31,Female,1,German,English,1,101,552,0.037325
Netherlands,33,Female,2,German,English,4,118,514,0.037325
Colombia,24,Female,5,German,English,3,82,544,0.037325
Germany,29,Female,4,German,English,3,101,625,0.037325
Germany,22,Female,1,German,Monolingual,1,101,549,0.037325
Germany,42,Female,4,German,English,3,101,555,0.037325
Germany,33,Female,1,German,French,4,101,593,0.037325
Germany,14,Female,8,German,English,3,101,540,0.037325
Germany,43,Female,2,German,Russian,2,101,499,0.037325
Germany,22,Female,0,German,English,3,101,546,0.037325
Germany,42,Male,1,German,English,4,101,540,0.037325
Germany,27,Female,2,German,English,3,101,574,0.037325
Philippines,8,Female,12,German,English,1,83,532,0.037325
Germany,22,Female,0,German,English,1,101,602,0.037325
Germany,11,Female,10,German,English,3,101,538,0.037325
Germany,23,Female,1,German,English,3,101,546,0.037325
Netherlands,10,Female,9,German,English,3,118,547,0.037325
Germany,23,Female,1,German,English,1,101,525,0.037325
Germany,44,Female,3,German,French,3,101,535,0.037325
Germany,28,Male,0,German,English,4,101,574,0.037325
Germany,18,Male,0,German,English,2,101,533,0.037325
Germany,29,Female,1,German,English,3,101,511,0.037325
Germany,22,Female,1,German,English,3,101,560,0.037325
Germany,21,Female,1,German,English,4,101,610,0.037325
Germany,19,Male,2,German,English,3,101,553,0.037325
Germany,21,Female,1,German,Monolingual,1,101,509,0.037325
Germany,29,Female,1,German,Monolingual,3,101,543,0.037325
Germany,22,Female,1,German,English,3,101,536,0.037325
Germany,20,Female,1,German,English,3,101,488,0.037325
Germany,20,Male,1,German,Monolingual,1,101,526,0.037325
Germany,27,Female,2,German,Norwegian,3,101,532,0.037325
Germany,23,Male,1,German,English,3,101,565,0.037325
Netherlands,20,Female,1,German,English,3,118,549,0.037325
Netherlands,19,Female,1,German,English,3,118,593,0.037325
Germany,20,Female,1,German,English,3,101,601,0.037325
Germany,24,Male,1,German,English,3,101,553,0.037325
Germany,9,Male,12,German,English,3,101,529,0.037325
Germany,24,Male,2,German,English,3,101,608,0.037325
Germany,45,Female,3,German,English,3,101,538,0.037325
Germany,23,Female,0,German,English,4,101,572,0.037325
Germany,29,Female,5,German,English,3,101,542,0.037325
Germany,32,Female,0,German,English,4,101,532,0.037325
Germany,29,Female,1,German,English,3,101,535,0.037325
Germany,13,Female,8,German,Swedish,3,101,504,0.037325
Switzerland,29,Female,1,German,French,3,94,560,0.037325
Germany,37,Female,1,German,French,4,101,594,0.037325
Turkey,21,Female,1,German,Turkish,4,79,546,0.037325
Switzerland,25,Male,2,German,German,4,94,554,0.037325
Germany,39,Female,1,German,English,3,101,551,0.037325
Switzerland,28,Female,4,German,Italian,4,94,576,0.037325
Germany,42,Male,3,German,Monolingual,3,101,546,0.037325
Germany,23,Female,3,German,English,4,101,546,0.037325
Germany,23,Female,5,German,Monolingual,3,101,555,0.037325
Germany,28,Female,2,German,English,4,101,560,0.037325
Germany,34,Male,2,German,English,4,101,501,0.037325
Germany,22,Female,1,German,English,3,101,580,0.037325
Germany,34,Female,0,German,English,4,101,552,0.037325
Germany,27,Female,2,German,English,4,101,575,0.037325
Germany,39,Male,5,German,Monolingual,3,101,515,0.037325
Switzerland,21,Female,1,German,English,3,94,560,0.037325
Germany,43,Female,2,German,English,2,101,500,0.037325
Germany,34,Female,4,German,English,4,101,585,0.037325
Germany,22,Female,0,German,English,3,101,542,0.037325
Germany,10,Male,11,German,English,1,101,539,0.037325
Germany,21,Female,0,German,English,3,101,629,0.037325
Germany,19,Female,2,German,English,3,101,576,0.037325
Germany,17,Female,3,German,English,3,101,548,0.037325
Germany,30,Female,10,German,French,3,101,522,0.037325
Germany,22,Female,0,German,English,3,101,541,0.037325
Germany,23,Female,1,German,English,4,101,568,0.037325
Germany,31,Female,12,German,English,3,101,535,0.037325
Germany,14,Male,7,German,English,3,101,555,0.037325
Germany,31,Female,2,German,Monolingual,2,101,513,0.037325
Germany,37,Female,1,German,English,4,101,549,0.037325
Germany,20,Female,4,German,English,3,101,556,0.037325
Germany,10,Female,10,German,French,2,101,597,0.037325
Germany,30,Female,3,German,English,3,101,570,0.037325
Germany,26,Female,1,German,English,3,101,532,0.037325
Germany,24,Female,3,German,Russian,1,101,525,0.037325
Germany,24,Female,1,German,Turkish,1,101,524,0.037325
Germany,19,Male,6,German,English,1,101,553,0.037325
Germany,28,Male,3,German,English,1,101,533,0.037325
Germany,35,Female,0,German,English,4,101,557,0.037325
Romania,27,Female,2,German,English,4,86,566,0.037325
Germany,8,Female,12,German,English,3,101,528,0.037325
Netherlands,11,Male,9,German,English,1,118,532,0.037325
Switzerland,30,Female,0,German,English,3,94,543,0.037325
Germany,35,Female,1,German,English,2,101,588,0.037325
Russia,7,Female,12,German,English,3,84,531,0.037325
Germany,26,Female,4,German,Monolingual,1,101,542,0.037325
Germany,41,Female,1,German,English,1,101,536,0.037325
Germany,21,Female,0,German,English,3,101,597,0.037325
Germany,27,Female,12,German,English,2,101,607,0.037325
Germany,35,Female,1,German,English,3,101,565,0.037325
Germany,21,Male,1,German,Monolingual,3,101,546,0.037325
Germany,24,Female,2,German,Monolingual,3,101,554,0.037325
Germany,35,Female,5,German,English,4,101,570,0.037325
Germany,8,Male,12,German,English,1,101,528,0.037325
Germany,19,Female,1,German,English,2,101,536,0.037325
Germany,27,Male,6,German,English,4,101,611,0.037325
Germany,42,Female,2,German,English,2,101,577,0.037325
Switzerland,22,Female,1,German,English,3,94,564,0.037325
Germany,26,Female,1,German,English,1,101,518,0.037325
Germany,34,Male,0,German,Portugese,3,101,583,0.037325
Germany,30,Female,1,German,English,3,101,505,0.037325
Netherlands,20,Female,0,German,English,3,118,574,0.037325
Russia,14,Female,9,German,Russian,3,84,528,0.037325
Germany,36,Female,10,German,English,3,101,536,0.037325
Germany,32,Male,8,German,English,2,101,573,0.037325
Germany,19,Male,1,German,English,3,101,584,0.037325
Germany,20,Male,1,German,English,1,101,536,0.037325
Germany,22,Female,1,German,English,3,101,636,0.037325
Germany,19,Female,0,German,English,3,101,532,0.037325
Germany,21,Male,17,German,Monolingual,2,101,636,0.037325
Germany,16,Female,3,German,Monolingual,3,101,514,0.037325
Germany,21,Female,0,German,English,3,101,555,0.037325
Germany,34,Female,1,German,English,3,101,639,0.037325
Germany,21,Female,0,German,English,3,101,532,0.037325
Germany,23,Female,2,German,English,2,101,555,0.037325
Germany,26,Female,1,German,English,4,101,619,0.037325
Germany,20,Male,1,German,English,4,101,510,0.037325
Germany,13,Female,9,German,English,3,101,512,0.037325
Germany,31,Female,3,German,English,4,101,611,0.037325
Germany,24,Female,13,German,English,2,101,637,0.037325
Poland,30,Female,3,German,Polish,3,100,538,0.037325
Germany,20,Female,1,German,Monolingual,3,101,535,0.037325
Germany,23,Female,1,German,Monolingual,3,101,525,0.037325
Germany,38,Female,2,German,English,4,101,522,0.037325
Germany,43,Female,2,German,English,3,101,577,0.037325
Germany,23,Female,1,German,Monolingual,3,101,536,0.037325
Germany,21,Female,0,German,English,3,101,556,0.037325
Germany,26,Female,1,German,English,3,101,561,0.037325
Germany,34,Female,2,German,Monolingual,3,101,541,0.037325
Belgium,23,Male,1,German,French,4,109,558,0.037325
Germany,30,Female,1,German,English,4,101,598,0.037325
Germany,21,Female,0,German,English,3,101,631,0.037325
Germany,20,Female,1,German,English,4,101,553,0.037325
Germany,28,Female,1,German,English,4,101,617,0.037325
Germany,20,Male,1,German,English,1,101,528,0.037325
Germany,0,Female,30,German,English,4,101,559,0.037325
Germany,17,Female,11,German,English,3,101,579,0.037325
Germany,23,Female,2,German,English,1,101,637,0.037325
Germany,27,Female,2,German,English,4,101,531,0.037325
Germany,32,Female,1,German,English,4,101,578,0.037325
Germany,30,Female,1,German,English,4,101,576,0.037325
Germany,22,Male,0,German,English,3,101,529,0.037325
Germany,26,Male,24,German,English,4,101,622,0.037325
Germany,24,Female,7,German,English,4,101,615,0.037325
Germany,21,Male,0,German,English,3,101,570,0.037325
Germany,45,Female,3,German,French,4,101,545,0.037325
Germany,21,Female,1,German,English,3,101,526,0.037325
Germany,19,Female,1,German,English,1,101,567,0.037325
Germany,30,Male,3,German,English,1,101,546,0.037325
Germany,34,Female,2,German,French,4,101,611,0.037325
Germany,21,Male,0,German,English,3,101,532,0.037325
UnitedStates,12,Male,5,German,English,3,94,596,0.037325
Germany,22,Female,1,German,English,4,101,654,0.037325
Germany,16,Male,7,German,English,3,101,520,0.037325
Poland,21,Male,0,German,Monolingual,3,100,538,0.037325
Germany,30,Male,1,German,English,2,101,572,0.037325
France,26,Female,1,German,English,3,113,527,0.037325
Germany,23,Female,0,German,English,4,101,522,0.037325
Germany,30,Female,7,German,Monolingual,3,101,576,0.037325
Germany,30,Female,1,German,English,3,101,601,0.037325
Germany,22,Female,0,German,English,3,101,594,0.037325
Germany,21,Female,1,German,English,4,101,543,0.037325
Germany,9,Male,12,German,English,3,101,554,0.037325
Germany,47,Male,0,German,English,3,101,560,0.037325
Switzerland,27,Female,1,German,English,3,94,589,0.037325
Germany,30,Female,14,German,English,3,101,583,0.037325
Germany,22,Female,2,German,English,4,101,563,0.037325
Germany,21,Male,3,German,English,3,101,572,0.037325
Germany,38,Female,2,German,English,3,101,542,0.037325
Germany,14,Male,3,German,English,3,101,564,0.037325
Germany,9,Female,10,German,English,3,101,556,0.037325
Germany,30,Female,2,German,English,3,101,556,0.037325
Germany,26,Female,1,German,English,3,101,562,0.037325
Germany,20,Male,0,German,English,3,101,499,0.037325
Germany,30,Female,2,German,English,3,101,575,0.037325
Germany,9,Male,12,German,English,3,101,528,0.037325
Germany,22,Female,3,German,Monolingual,3,101,542,0.037325
Germany,19,Female,1,German,English,1,101,539,0.037325
Poland,29,Female,2,German,German,4,100,522,0.037325
Germany,19,Female,1,German,Monolingual,3,101,535,0.037325
Germany,21,Male,1,German,Monolingual,3,101,508,0.037325
Germany,32,Female,1,German,French,4,101,609,0.037325
Germany,23,Female,2,German,English,4,101,560,0.037325
Germany,30,Female,1,German,English,3,101,538,0.037325
Germany,27,Female,4,German,English,3,101,598,0.037325
Germany,12,Male,12,German,English,3,101,548,0.037325
Germany,24,Female,2,German,English,4,101,528,0.037325
Czechslowakia,26,Female,1,German,German,4,90,556,0.037325
Germany,42,Male,3,German,English,4,101,569,0.037325
Germany,43,Female,1,German,English,4,101,605,0.037325
Germany,20,Female,0,German,English,3,101,509,0.037325
Germany,18,Female,3,German,French,3,101,567,0.037325
Germany,20,Female,2,German,English,3,101,579,0.037325
Germany,35,Female,2,German,English,3,101,529,0.037325
Germany,33,Female,4,German,English,3,101,596,0.037325
Germany,20,Female,8,German,English,3,101,540,0.037325
Indonesia,45,Female,3,German,English,4,64,556,0.037325
Germany,10,Female,8,German,English,3,101,495,0.037325
Germany,27,Female,1,German,English,3,101,535,0.037325
Germany,27,Female,5,German,Greek,4,101,612,0.037325
Germany,29,Female,1,German,English,4,101,522,0.037325
Germany,28,Male,0,German,English,1,101,521,0.037325
Germany,32,Female,1,German,French,4,101,607,0.037325
Germany,21,Female,1,German,English,3,101,557,0.037325
Germany,32,Female,2,German,English,3,101,568,0.037325
Germany,25,Male,1,German,English,4,101,519,0.037325
Germany,26,Female,1,German,English,4,101,558,0.037325
Yugoslavia,24,Female,4,German,English,3,85,552,0.037325
Germany,16,Female,1,German,English,2,101,577,0.037325
Germany,35,Female,1,German,English,3,101,572,0.037325
Germany,51,Female,6,German,English,4,101,516,0.037325
Germany,10,Female,10,German,English,3,101,527,0.037325
Germany,14,Male,3,German,English,3,101,539,0.037325
Germany,17,Female,3,German,French,3,101,567,0.037325
Germany,21,Female,1,German,English,3,101,550,0.037325
Germany,23,Female,6,German,English,3,101,550,0.037325
Germany,21,Female,2,German,English,3,101,650,0.037325
Germany,13,Female,8,German,English,3,101,536,0.037325
Germany,20,Female,0,German,English,4,101,596,0.037325
Germany,25,Female,1,German,English,1,101,538,0.037325
Germany,24,Male,1,German,English,4,101,522,0.037325
Germany,45,Female,1,German,Spanish,3,101,584,0.037325
Switzerland,29,Female,21,German,English,3,94,535,0.037325
Germany,23,Female,2,German,English,3,101,543,0.037325
Germany,22,Male,1,German,English,1,101,484,0.037325
Germany,29,Female,8,German,English,4,101,569,0.037325
Italy,23,Female,1,German,English,3,99,573,0.037325
Switzerland,19,Female,1,German,French,3,94,598,0.037325
Germany,8,Female,12,German,English,1,101,523,0.037325
Germany,29,Male,11,German,English,4,101,606,0.037325
Kenya,31,Male,3,Greek,English,3,48,493,0.497357
Greece,25,Female,2,Greek,English,4,102,523,0.497357
Greece,36,Female,2,Greek,German,4,102,533,0.497357
Greece,42,Female,2,Greek,English,4,102,540,0.497357
Germany,24,Male,5,Greek,English,4,101,500,0.497357
Greece,19,Female,1,Greek,English,3,102,523,0.497357
Greece,18,Female,0,Greek,English,3,102,617,0.497357
Germany,28,Female,1,Greek,German,2,101,531,0.497357
Greece,25,Male,1,Greek,English,3,102,504,0.497357
Germany,27,Female,0,Greek,English,4,101,597,0.497357
Greece,24,Male,3,Greek,English,4,102,478,0.497357
Germany,31,Female,0,Greek,German,4,101,601,0.497357
Greece,17,Male,2,Greek,English,3,102,568,0.497357
Germany,24,Female,3,Greek,German,2,101,608,0.497357
Greece,18,Female,6,Greek,English,3,102,548,0.497357
Turkey,23,Female,2,Greek,English,4,79,529,0.497357
Egypt,36,Female,2,Greek,English,4,79,470,0.497357
Greece,26,Male,4,Greek,English,1,102,541,0.497357
Greece,3,Female,12,Greek,English,1,102,565,0.497357
Greece,24,Female,9,Greek,English,3,102,631,0.497357
UnitedKingdom,0,Female,27,Greek,Italian,3,105,525,0.497357
Greece,25,Male,3,Greek,French,4,102,521,0.497357
Greece,29,Male,7,Greek,English,3,102,512,0.497357
Greece,38,Male,2,Greek,English,4,102,537,0.497357
Greece,33,Male,2,Greek,English,1,102,506,0.497357
Greece,45,Female,2,Greek,French,4,102,491,0.497357
UnitedKingdom,37,Male,8,Greek,English,4,105,524,0.497357
Greece,33,Female,7,Greek,English,4,102,553,0.497357
Greece,28,Female,2,Greek,English,4,102,505,0.497357
Greece,32,Male,3,Greek,French,1,102,523,0.497357
Greece,31,Male,1,Greek,English,1,102,501,0.497357
Greece,21,Male,1,Greek,English,3,102,535,0.497357
Netherlands,19,Female,1,Greek,English,3,118,527,0.497357
Greece,34,Female,2,Greek,English,4,102,505,0.497357
Greece,20,Female,3,Greek,English,3,102,530,0.497357
Greece,24,Female,1,Greek,English,3,102,561,0.497357
USSR,37,Male,5,Greek,English,3,90,544,0.497357
Greece,6,Female,10,Greek,English,2,102,575,0.497357
Greece,26,Female,2,Greek,English,1,102,522,0.497357
Greece,29,Female,4,Greek,English,3,102,485,0.497357
Greece,18,Female,1,Greek,English,3,102,553,0.497357
Greece,29,Female,2,Greek,English,4,102,583,0.497357
Greece,17,Female,1,Greek,English,3,102,548,0.497357
Greece,22,Female,4,Greek,English,4,102,506,0.497357
Australia,31,Female,2,Greek,English,3,148,522,0.497357
Greece,27,Male,9,Greek,Monolingual,4,102,560,0.497357
Greece,26,Female,1,Greek,English,4,102,543,0.497357
Greece,17,Female,7,Greek,English,3,102,567,0.497357
Greece,27,Female,1,Greek,English,4,102,489,0.497357
Greece,35,Female,2,Greek,English,3,102,503,0.497357
Greece,28,Female,3,Greek,English,4,102,582,0.497357
Greece,23,Female,2,Greek,English,3,102,550,0.497357
Canada,29,Female,1,Greek,English,3,101,559,0.497357
Greece,19,Male,1,Greek,English,3,102,513,0.497357
Greece,16,Female,0,Greek,English,2,102,552,0.497357
Greece,24,Male,2,Greek,Italian,3,102,503,0.497357
Greece,23,Female,2,Greek,English,3,102,523,0.497357
Greece,21,Male,1,Greek,English,2,102,552,0.497357
Greece,18,Female,1,Greek,English,3,102,525,0.497357
Germany,18,Female,4,Greek,English,1,101,595,0.497357
Greece,30,Male,4,Greek,English,4,102,487,0.497357
Armenia,34,Male,2,Greek,Armenian,3,88,538,0.497357
Germany,24,Male,2,Greek,German,4,101,541,0.497357
UnitedStates,23,Female,2,Greek,English,4,94,527,0.497357
Greece,19,Male,0,Greek,English,3,102,513,0.497357
Greece,38,Male,2,Greek,Monolingual,4,102,519,0.497357
Australia,24,Female,4,Greek,English,4,148,555,0.497357
Greece,23,Male,6,Greek,German,3,102,516,0.497357
Greece,9,Male,7,Greek,English,2,102,616,0.497357
Greece,28,Male,3,Greek,Italian,3,102,568,0.497357
Greece,19,Male,0,Greek,German,3,102,487,0.497357
Greece,23,Male,0,Greek,English,3,102,524,0.497357
Greece,26,Male,6,Greek,English,3,102,513,0.497357
Greece,28,Female,4,Greek,English,4,102,512,0.497357
Greece,22,Male,9,Greek,Monolingual,3,102,564,0.497357
Greece,29,Female,5,Greek,English,4,102,528,0.497357
Greece,33,Male,1,Greek,English,3,102,496,0.497357
Greece,28,Female,4,Greek,English,4,102,536,0.497357
UnitedStates,25,Female,3,Greek,English,1,94,507,0.497357
Greece,35,Male,4,Greek,English,4,102,574,0.497357
Greece,17,Male,1,Greek,English,3,102,598,0.497357
Greece,20,Female,1,Greek,German,3,102,479,0.497357
Greece,29,Female,8,Greek,Italian,3,102,502,0.497357
Greece,32,Female,6,Greek,English,4,102,503,0.497357
Greece,29,Female,4,Greek,English,3,102,527,0.497357
Greece,29,Male,1,Greek,English,4,102,523,0.497357
Greece,24,Female,7,Greek,English,3,102,551,0.497357
Greece,26,Female,2,Greek,English,4,102,513,0.497357
Greece,28,Female,2,Greek,English,4,102,551,0.497357
Greece,29,Male,1,Greek,English,4,102,556,0.497357
Greece,18,Female,0,Greek,English,3,102,592,0.497357
Netherlands,18,Female,1,Greek,English,3,118,557,0.497357
Greece,24,Male,1,Greek,German,4,102,520,0.497357
Greece,23,Female,3,Greek,English,3,102,519,0.497357
Greece,22,Female,1,Greek,English,3,102,480,0.497357
Greece,25,Female,1,Greek,English,4,102,545,0.497357
Greece,25,Female,3,Greek,English,3,102,536,0.497357
Greece,25,Female,1,Greek,English,3,102,519,0.497357
Greece,20,Female,1,Greek,English,3,102,524,0.497357
Greece,46,Male,2,Greek,English,3,102,519,0.497357
Greece,22,Female,2,Greek,French,4,102,573,0.497357
Germany,31,Male,2,Greek,English,1,101,478,0.497357
Greece,35,Female,13,Greek,English,4,102,522,0.497357
Greece,18,Male,1,Greek,English,3,102,487,0.497357
Greece,28,Male,0,Greek,English,4,102,478,0.497357
Turkey,23,Female,20,Greek,English,3,79,538,0.497357
Greece,18,Female,1,Greek,English,2,102,497,0.497357
Greece,49,Female,2,Greek,English,4,102,510,0.497357
Greece,24,Male,1,Greek,English,4,102,554,0.497357
Greece,18,Male,2,Greek,English,3,102,605,0.497357
Greece,21,Female,3,Greek,English,3,102,556,0.497357
Greece,29,Male,3,Greek,English,4,102,508,0.497357
Greece,18,Male,1,Greek,English,3,102,490,0.497357
Greece,30,Male,4,Greek,English,3,102,497,0.497357
Germany,23,Male,1,Greek,German,3,101,542,0.497357
Greece,35,Female,3,Greek,English,3,102,509,0.497357
Greece,20,Male,1,Greek,English,3,102,551,0.497357
Greece,41,Male,1,Greek,French,4,102,563,0.497357
Greece,34,Female,0,Greek,English,3,102,496,0.497357
Greece,30,Male,0,Greek,English,4,102,572,0.497357
Greece,27,Male,4,Greek,English,4,102,540,0.497357
Greece,30,Female,3,Greek,English,4,102,495,0.497357
Greece,35,Male,2,Greek,English,4,102,469,0.497357
Greece,18,Female,1,Greek,English,3,102,576,0.497357
Greece,18,Female,1,Greek,English,3,102,552,0.497357
Greece,23,Female,3,Greek,English,3,102,553,0.497357
Greece,30,Male,3,Greek,English,2,102,526,0.497357
Greece,32,Male,3,Greek,Serbian,4,102,481,0.497357
Greece,5,Male,11,Greek,English,2,102,598,0.497357
Greece,26,Female,3,Greek,English,3,102,581,0.497357
Greece,28,Female,2,Greek,English,4,102,531,0.497357
Greece,40,Female,4,Greek,English,4,102,532,0.497357
Greece,33,Male,2,Greek,English,4,102,482,0.497357
Greece,34,Female,11,Greek,German,4,102,618,0.497357
Greece,31,Female,9,Greek,English,1,102,527,0.497357
Greece,16,Female,0,Greek,English,2,102,646,0.497357
Greece,26,Male,16,Greek,English,3,102,564,0.497357
Greece,14,Female,7,Greek,English,3,102,555,0.497357
Greece,24,Male,8,Greek,English,4,102,585,0.497357
Greece,20,Male,3,Greek,English,2,102,508,0.497357
Greece,18,Male,1,Greek,English,2,102,454,0.497357
Greece,26,Female,3,Greek,English,3,102,513,0.497357
Greece,19,Female,3,Greek,English,3,102,492,0.497357
Greece,23,Male,2,Greek,English,4,102,545,0.497357
Greece,19,Female,2,Greek,English,3,102,543,0.497357
Greece,28,Female,3,Greek,English,3,102,592,0.497357
Greece,28,Female,3,Greek,English,4,102,527,0.497357
Greece,29,Female,2,Greek,English,4,102,513,0.497357
Sweden,18,Male,1,Greek,Monolingual,1,103,506,0.497357
Greece,20,Female,1,Greek,English,3,102,519,0.497357
Greece,11,Male,9,Greek,English,1,102,603,0.497357
Greece,30,Female,3,Greek,English,3,102,539,0.497357
Greece,25,Female,3,Greek,English,4,102,529,0.497357
Greece,25,Female,1,Greek,English,1,102,610,0.497357
Greece,22,Female,5,Greek,English,3,102,482,0.497357
Greece,24,Female,6,Greek,English,4,102,526,0.497357
Greece,32,Male,3,Greek,English,3,102,508,0.497357
Greece,22,Female,1,Greek,English,1,102,552,0.497357
Greece,28,Male,3,Greek,English,3,102,530,0.497357
Greece,20,Female,3,Greek,Czech,1,102,482,0.497357
Greece,20,Female,1,Greek,English,3,102,559,0.497357
Greece,19,Male,1,Greek,English,3,102,462,0.497357
Greece,20,Female,1,Greek,French,3,102,556,0.497357
Germany,17,Female,4,Greek,German,3,101,541,0.497357
SouthAfrica,24,Female,8,Greek,English,4,93,548,0.497357
Greece,26,Female,2,Greek,English,4,102,545,0.497357
Germany,30,Male,5,Greek,English,2,101,517,0.497357
Germany,27,Female,1,Greek,English,1,101,544,0.497357
Greece,32,Female,4,Greek,English,1,102,516,0.497357
Greece,26,Female,16,Greek,English,3,102,552,0.497357
Germany,33,Male,2,Greek,English,4,101,494,0.497357
Greece,8,Female,11,Greek,English,3,102,536,0.497357
Greece,23,Male,3,Greek,Monolingual,3,102,522,0.497357
Greece,24,Male,11,Greek,English,1,102,557,0.497357
Greece,26,Female,3,Greek,English,4,102,536,0.497357
Greece,30,Female,4,Greek,English,1,102,513,0.497357
Greece,47,Male,4,Greek,English,3,102,506,0.497357
Greece,33,Male,2,Greek,English,3,102,523,0.497357
Greece,27,Male,0,Greek,English,3,102,507,0.497357
Greece,38,Female,6,Greek,Italian,3,102,498,0.497357
Greece,25,Male,2,Greek,English,4,102,548,0.497357
