Origin_Country,Age_Arrived,Sex,Years_as_Resident,Native_Language,Target_Language,Education_days,Enrolled_Coruse,Speaking,Written_Understanding
SouthAfrica,25,Female,0,Afrikaans,English,4,93,496,0.010463
SouthAfrica,47,Male,2,Afrikaans,German,4,93,542,0.010463
SouthAfrica,23,Female,23,Afrikaans,Monolingual,3,93,585,0.010463
SouthAfrica,42,Female,2,Afrikaans,Monolingual,2,93,521,0.010463
SouthAfrica,22,Female,19,Afrikaans,Monolingual,3,93,639,0.010463
SouthAfrica,37,Male,2,Afrikaans,Monolingual,1,93,531,0.010463
SouthAfrica,22,Female,6,Afrikaans,Monolingual,4,93,566,0.010463
Sudan,31,Male,3,Afrikaans,English,4,31,439,0.010463
Sudan,25,Male,4,Afrikaans,English,4,31,480,0.010463
Afghanistan,23,Female,3,Afrikaans,Monolingual,4,19,505,0.010463
Afghanistan,20,Female,4,Afrikaans,Russian,2,19,524,0.010463
"Congo,Republic",28,Male,2,Afrikaans,French,3,43,540,0.010463
Morocco,17,Male,13,Afrikaans,French,2,49,561,0.010463
Afghanistan,19,Female,3,Afrikaans,German,3,19,539,0.010463
SouthAfrica,21,Male,1,Afrikaans,English,3,93,518,0.010463
Burundi,16,Male,2,Afrikaans,English,3,13,491,0.010463
Kenya,38,Female,2,Afrikaans,English,4,48,527,0.010463
Kenya,29,Female,2,Afrikaans,English,3,48,494,0.010463
CzechRepublic,35,Male,5,Afrikaans,English,4,95,531,0.010463
"Korea,South",37,Female,7,Afrikaans,English,4,97,598,0.010463
Burundi,40,Male,4,Afrikaans,French,4,13,495,0.010463
Burundi,23,Male,2,Afrikaans,French,3,13,465,0.010463
SouthAfrica,36,Female,4,Afrikaans,English,4,93,526,0.010463
Cameroon,30,Male,4,Afrikaans,French,4,27,463,0.010463
SouthAfrica,25,Female,0,Afrikaans,English,4,93,552,0.010463
SouthAfrica,35,Female,3,Afrikaans,English,3,93,568,0.010463
SouthAfrica,34,Female,1,Afrikaans,English,4,93,529,0.010463
SouthAfrica,41,Male,2,Afrikaans,English,4,93,519,0.010463
SouthAfrica,20,Female,2,Afrikaans,English,3,93,525,0.010463
SouthAfrica,23,Female,2,Afrikaans,English,3,93,583,0.010463
Senegal,28,Male,2,Afrikaans,French,3,23,505,0.010463
SouthAfrica,28,Female,2,Afrikaans,English,3,93,543,0.010463
SouthAfrica,30,Male,3,Afrikaans,English,3,93,554,0.010463
SouthAfrica,27,Female,4,Afrikaans,English,2,93,561,0.010463
Ghana,27,Female,4,Afrikaans,English,4,46,437,0.010463
SouthAfrica,20,Male,1,Afrikaans,English,3,93,583,0.010463
SouthAfrica,41,Female,6,Afrikaans,English,4,93,549,0.010463
SouthAfrica,23,Male,3,Afrikaans,English,4,93,503,0.010463
SouthAfrica,39,Male,3,Afrikaans,English,4,93,513,0.010463
SouthAfrica,27,Female,2,Afrikaans,English,4,93,524,0.010463
SouthAfrica,29,Male,3,Afrikaans,English,4,93,552,0.010463
SouthAfrica,26,Male,2,Afrikaans,English,3,93,566,0.010463
SouthAfrica,31,Female,9,Afrikaans,English,4,93,539,0.010463
SouthAfrica,35,Female,2,Afrikaans,English,3,93,597,0.010463
SouthAfrica,35,Female,3,Afrikaans,English,4,93,555,0.010463
SouthAfrica,29,Female,5,Afrikaans,English,3,93,529,0.010463
SouthAfrica,34,Female,3,Afrikaans,English,4,93,564,0.010463
SouthAfrica,24,Female,3,Afrikaans,English,4,93,576,0.010463
SouthAfrica,41,Female,1,Afrikaans,English,4,93,538,0.010463
SouthAfrica,32,Female,2,Afrikaans,English,4,93,562,0.010463
SouthAfrica,25,Female,1,Afrikaans,English,3,93,574,0.010463
SouthAfrica,20,Female,2,Afrikaans,English,3,93,537,0.010463
SouthAfrica,20,Female,1,Afrikaans,English,3,93,547,0.010463
SouthAfrica,33,Male,3,Afrikaans,English,4,93,526,0.010463
SouthAfrica,35,Female,8,Afrikaans,English,4,93,640,0.010463
SouthAfrica,46,Male,1,Afrikaans,English,3,93,525,0.010463
SouthAfrica,24,Male,1,Afrikaans,English,4,93,550,0.010463
SouthAfrica,36,Male,2,Afrikaans,English,3,93,523,0.010463
SouthAfrica,48,Female,6,Afrikaans,English,4,93,530,0.010463
SouthAfrica,26,Female,1,Afrikaans,English,4,93,537,0.010463
SouthAfrica,40,Female,3,Afrikaans,English,4,93,530,0.010463
SouthAfrica,28,Male,0,Afrikaans,English,4,93,530,0.010463
SouthAfrica,19,Female,2,Afrikaans,English,3,93,514,0.010463
SouthAfrica,23,Female,2,Afrikaans,English,3,93,525,0.010463
SouthAfrica,25,Male,2,Afrikaans,English,4,93,628,0.010463
SouthAfrica,23,Female,1,Afrikaans,English,1,93,580,0.010463
SouthAfrica,28,Female,3,Afrikaans,English,2,93,570,0.010463
SouthAfrica,27,Male,5,Afrikaans,English,3,93,564,0.010463
Canada,30,Female,1,Afrikaans,English,4,101,571,0.010463
Turkey,26,Male,1,Afrikaans,French,3,79,541,0.010463
SouthAfrica,26,Male,3,Afrikaans,English,4,93,533,0.010463
SouthAfrica,20,Male,1,Afrikaans,English,2,93,614,0.010463
SouthAfrica,23,Female,4,Afrikaans,English,1,93,581,0.010463
SouthAfrica,35,Female,1,Afrikaans,English,3,93,538,0.010463
SouthAfrica,32,Female,1,Afrikaans,English,4,93,541,0.010463
SouthAfrica,24,Female,3,Afrikaans,English,4,93,596,0.010463
SouthAfrica,57,Female,2,Afrikaans,English,3,93,513,0.010463
SouthAfrica,19,Female,1,Afrikaans,English,3,93,516,0.010463
SouthAfrica,40,Female,2,Afrikaans,English,4,93,559,0.010463
SouthAfrica,33,Male,3,Afrikaans,English,1,93,541,0.010463
SouthAfrica,32,Male,1,Afrikaans,English,4,93,548,0.010463
SouthAfrica,32,Male,1,Afrikaans,English,4,93,531,0.010463
Zimbabwe,27,Male,3,Afrikaans,English,3,37,591,0.010463
SouthAfrica,23,Female,1,Afrikaans,English,3,93,576,0.010463
SouthAfrica,26,Male,2,Afrikaans,English,4,93,559,0.010463
SouthAfrica,30,Male,5,Afrikaans,English,3,93,544,0.010463
SouthAfrica,26,Female,7,Afrikaans,English,4,93,533,0.010463
SouthAfrica,23,Male,5,Afrikaans,English,3,93,552,0.010463
SouthAfrica,48,Male,1,Afrikaans,English,4,93,573,0.010463
SouthAfrica,26,Female,1,Afrikaans,English,4,93,551,0.010463
SouthAfrica,18,Female,3,Afrikaans,English,3,93,591,0.010463
SouthAfrica,36,Female,1,Afrikaans,English,3,93,537,0.010463
SouthAfrica,30,Female,1,Afrikaans,English,3,93,535,0.010463
SouthAfrica,19,Female,0,Afrikaans,English,3,93,557,0.010463
SouthAfrica,23,Female,2,Afrikaans,English,4,93,590,0.010463
SouthAfrica,36,Female,3,Afrikaans,English,4,93,555,0.010463
Rwanda,28,Male,3,Afrikaans,French,3,16,484,0.010463
SouthAfrica,21,Female,2,Afrikaans,English,3,93,580,0.010463
SouthAfrica,22,Female,9,Afrikaans,English,3,93,523,0.010463
SouthAfrica,27,Female,2,Afrikaans,English,4,93,567,0.010463
SouthAfrica,21,Female,1,Afrikaans,English,3,93,609,0.010463
SouthAfrica,52,Female,1,Afrikaans,English,4,93,471,0.010463
SouthAfrica,20,Male,2,Afrikaans,English,3,93,539,0.010463
SouthAfrica,46,Female,2,Afrikaans,English,4,93,540,0.010463
SouthAfrica,41,Male,7,Afrikaans,English,4,93,522,0.010463
SouthAfrica,21,Female,8,Afrikaans,English,4,93,523,0.010463
SouthAfrica,32,Male,3,Afrikaans,English,4,93,559,0.010463
SouthAfrica,25,Female,2,Afrikaans,English,1,93,560,0.010463
SouthAfrica,34,Female,2,Afrikaans,English,3,93,567,0.010463
SouthAfrica,33,Female,4,Afrikaans,English,3,93,509,0.010463
SouthAfrica,19,Female,2,Afrikaans,English,3,93,542,0.010463
SouthAfrica,25,Female,1,Afrikaans,English,4,93,581,0.010463
SouthAfrica,25,Female,2,Afrikaans,English,1,93,535,0.010463
SouthAfrica,29,Male,11,Afrikaans,English,3,93,623,0.010463
SouthAfrica,22,Female,1,Afrikaans,English,3,93,539,0.010463
SouthAfrica,28,Female,1,Afrikaans,English,3,93,551,0.010463
SouthAfrica,20,Female,3,Afrikaans,English,4,93,540,0.010463
SouthAfrica,28,Female,1,Afrikaans,English,4,93,564,0.010463
SouthAfrica,27,Male,1,Afrikaans,English,4,93,563,0.010463
SouthAfrica,25,Female,3,Afrikaans,English,2,93,548,0.010463
SouthAfrica,39,Male,1,Afrikaans,English,3,93,501,0.010463
SouthAfrica,24,Female,1,Afrikaans,English,4,93,562,0.010463
SouthAfrica,20,Female,6,Afrikaans,English,4,93,553,0.010463
SouthAfrica,32,Male,3,Afrikaans,English,4,93,547,0.010463
SouthAfrica,25,Female,2,Afrikaans,English,1,93,544,0.010463
SouthAfrica,25,Female,2,Afrikaans,English,2,93,492,0.010463
SouthAfrica,34,Female,3,Afrikaans,English,4,93,582,0.010463
SouthAfrica,29,Male,2,Afrikaans,English,3,93,557,0.010463
SouthAfrica,44,Male,5,Afrikaans,English,2,93,554,0.010463
SouthAfrica,24,Female,1,Afrikaans,English,3,93,537,0.010463
SouthAfrica,28,Female,2,Afrikaans,English,3,93,540,0.010463
SouthAfrica,22,Female,0,Afrikaans,English,3,93,523,0.010463
SouthAfrica,24,Female,1,Afrikaans,English,4,93,548,0.010463
SouthAfrica,31,Female,1,Afrikaans,English,4,93,565,0.010463
SouthAfrica,24,Female,4,Afrikaans,English,4,93,556,0.010463
SouthAfrica,44,Male,1,Afrikaans,English,4,93,534,0.010463
SouthAfrica,30,Male,1,Afrikaans,English,4,93,529,0.010463
Rwanda,22,Male,2,Afrikaans,French,3,16,495,0.010463
SouthAfrica,26,Male,5,Afrikaans,English,4,93,550,0.010463
SouthAfrica,27,Female,7,Afrikaans,English,4,93,551,0.010463
Cameroon,38,Male,12,Afrikaans,French,3,27,519,0.010463
SouthAfrica,37,Female,1,Afrikaans,English,2,93,492,0.010463
SouthAfrica,32,Female,3,Afrikaans,Afrikaans,4,93,526,0.010463
SouthAfrica,19,Female,1,Afrikaans,English,3,93,535,0.010463
SouthAfrica,31,Female,1,Afrikaans,English,4,93,515,0.010463
SouthAfrica,32,Female,5,Afrikaans,English,3,93,542,0.010463
SouthAfrica,30,Female,5,Afrikaans,English,4,93,611,0.010463
SouthAfrica,45,Male,1,Afrikaans,English,2,93,551,0.010463
Netherlands,32,Female,1,Afrikaans,English,4,118,640,0.010463
SouthAfrica,35,Male,2,Afrikaans,English,4,93,537,0.010463
SouthAfrica,38,Female,6,Afrikaans,English,4,93,538,0.010463
SouthAfrica,31,Female,1,Afrikaans,English,4,93,495,0.010463
SouthAfrica,18,Male,2,Afrikaans,English,3,93,516,0.010463
SouthAfrica,28,Female,2,Afrikaans,English,4,93,514,0.010463
SouthAfrica,39,Female,1,Afrikaans,English,4,93,514,0.010463
SouthAfrica,15,Male,7,Afrikaans,English,3,93,593,0.010463
SouthAfrica,33,Female,3,Afrikaans,English,1,93,557,0.010463
SouthAfrica,25,Female,6,Afrikaans,English,3,93,562,0.010463
SouthAfrica,28,Female,1,Afrikaans,English,3,93,501,0.010463
SouthAfrica,39,Female,1,Afrikaans,English,4,93,541,0.010463
SouthAfrica,25,Male,1,Afrikaans,English,3,93,573,0.010463
SouthAfrica,27,Female,1,Afrikaans,English,3,93,534,0.010463
SouthAfrica,29,Female,2,Afrikaans,English,1,93,503,0.010463
SouthAfrica,27,Female,1,Afrikaans,English,3,93,545,0.010463
SouthAfrica,20,Female,1,Afrikaans,English,3,93,548,0.010463
SouthAfrica,30,Female,1,Afrikaans,English,4,93,503,0.010463
Netherlands,38,Male,2,Afrikaans,English,4,118,556,0.010463
Sudan,24,Male,2,Afrikaans,English,3,31,580,0.010463
SouthAfrica,23,Female,2,Afrikaans,English,3,93,527,0.010463
SouthAfrica,20,Female,1,Afrikaans,English,3,93,564,0.010463
SouthAfrica,19,Male,0,Afrikaans,English,3,93,524,0.010463
SouthAfrica,52,Female,6,Afrikaans,English,4,93,552,0.010463
SouthAfrica,24,Female,2,Afrikaans,English,3,93,546,0.010463
SouthAfrica,42,Female,3,Afrikaans,English,4,93,536,0.010463
SouthAfrica,27,Female,0,Afrikaans,English,4,93,503,0.010463
SouthAfrica,28,Female,2,Afrikaans,English,4,93,551,0.010463
SouthAfrica,28,Female,2,Afrikaans,English,1,93,582,0.010463
SouthAfrica,32,Female,1,Afrikaans,English,4,93,543,0.010463
SouthAfrica,28,Female,2,Afrikaans,English,3,93,550,0.010463
SouthAfrica,48,Male,2,Afrikaans,English,3,93,529,0.010463
Nigeria,28,Male,6,Afrikaans,English,3,35,512,0.010463
SouthAfrica,23,Female,1,Afrikaans,English,4,93,570,0.010463
SouthAfrica,19,Female,2,Afrikaans,English,3,93,535,0.010463
SouthAfrica,21,Female,4,Afrikaans,English,3,93,546,0.010463
SouthAfrica,29,Female,4,Afrikaans,English,3,93,550,0.010463
SouthAfrica,21,Female,2,Afrikaans,English,2,93,535,0.010463
SouthAfrica,22,Female,2,Afrikaans,English,3,93,507,0.010463
SouthAfrica,25,Female,8,Afrikaans,English,4,93,576,0.010463
SouthAfrica,36,Male,3,Afrikaans,English,3,93,555,0.010463
SouthAfrica,27,Male,4,Afrikaans,English,3,93,546,0.010463
SouthAfrica,21,Male,0,Afrikaans,English,3,93,575,0.010463
SouthAfrica,24,Female,2,Afrikaans,English,1,93,518,0.010463
SouthAfrica,19,Female,1,Afrikaans,English,3,93,534,0.010463
SouthAfrica,26,Female,6,Afrikaans,English,4,93,534,0.010463
SouthAfrica,26,Female,2,Afrikaans,English,3,93,561,0.010463
SouthAfrica,21,Female,1,Afrikaans,English,3,93,522,0.010463
SouthAfrica,25,Female,6,Afrikaans,English,3,93,568,0.010463
SouthAfrica,26,Female,2,Afrikaans,English,3,93,643,0.010463
SouthAfrica,27,Female,1,Afrikaans,English,3,93,514,0.010463
Nigeria,27,Male,8,Afrikaans,English,3,35,487,0.010463
SouthAfrica,23,Female,3,Afrikaans,English,3,93,538,0.010463
SouthAfrica,26,Male,2,Afrikaans,English,4,93,565,0.010463
SouthAfrica,19,Female,1,Afrikaans,English,2,93,531,0.010463
Nigeria,23,Female,1,Afrikaans,English,3,35,501,0.010463
SouthAfrica,23,Female,11,Afrikaans,Dutch,4,93,617,0.010463
SouthAfrica,30,Female,2,Afrikaans,English,4,93,548,0.010463
SouthAfrica,25,Female,1,Afrikaans,English,4,93,533,0.010463
SouthAfrica,25,Female,0,Afrikaans,English,3,93,530,0.010463
Rwanda,23,Female,3,Afrikaans,French,3,16,512,0.010463
SouthAfrica,29,Female,6,Afrikaans,English,4,93,561,0.010463
SouthAfrica,24,Female,3,Afrikaans,English,4,93,615,0.010463
SouthAfrica,25,Female,2,Afrikaans,English,4,93,547,0.010463
SouthAfrica,38,Female,1,Afrikaans,English,3,93,512,0.010463
SouthAfrica,24,Female,3,Afrikaans,English,4,93,537,0.010463
Nigeria,30,Male,0,Afrikaans,English,3,35,473,0.010463
SouthAfrica,22,Female,6,Afrikaans,English,4,93,623,0.010463
SouthAfrica,19,Female,2,Afrikaans,English,2,93,553,0.010463
SouthAfrica,22,Female,2,Afrikaans,English,3,93,549,0.010463
SouthAfrica,23,Male,0,Afrikaans,English,4,93,549,0.010463
SouthAfrica,23,Female,0,Afrikaans,English,3,93,584,0.010463
SouthAfrica,27,Female,1,Afrikaans,English,4,93,554,0.010463
SouthAfrica,28,Male,2,Afrikaans,English,4,93,504,0.010463
SouthAfrica,27,Male,6,Afrikaans,English,3,93,567,0.010463
SouthAfrica,51,Female,1,Afrikaans,English,3,93,545,0.010463
SouthAfrica,38,Male,2,Afrikaans,English,2,93,517,0.010463
SouthAfrica,30,Female,7,Afrikaans,English,4,93,538,0.010463
Nigeria,34,Male,15,Afrikaans,English,4,35,517,0.010463
SouthAfrica,25,Male,0,Afrikaans,English,3,93,517,0.010463
SouthAfrica,26,Male,3,Afrikaans,English,1,93,526,0.010463
SouthAfrica,19,Male,0,Afrikaans,English,3,93,539,0.010463
SouthAfrica,38,Female,3,Afrikaans,English,4,93,536,0.010463
SouthAfrica,30,Female,1,Afrikaans,English,1,93,550,0.010463
SouthAfrica,33,Female,2,Afrikaans,English,4,93,573,0.010463
SouthAfrica,33,Female,3,Afrikaans,English,3,93,500,0.010463
SouthAfrica,22,Female,2,Afrikaans,English,3,93,551,0.010463
SouthAfrica,41,Male,3,Afrikaans,English,1,93,548,0.010463
SouthAfrica,50,Female,2,Afrikaans,English,3,93,556,0.010463
SouthAfrica,22,Male,2,Afrikaans,English,3,93,586,0.010463
Rwanda,27,Male,2,Afrikaans,French,3,16,498,0.010463
SouthAfrica,28,Female,1,Afrikaans,English,4,93,602,0.010463
SouthAfrica,26,Female,2,Afrikaans,English,1,93,537,0.010463
SouthAfrica,19,Female,1,Afrikaans,English,3,93,559,0.010463
SouthAfrica,43,Female,1,Afrikaans,English,3,93,542,0.010463
SouthAfrica,0,Male,36,Afrikaans,English,3,93,523,0.010463
SouthAfrica,26,Female,1,Afrikaans,English,3,93,499,0.010463
SouthAfrica,41,Female,2,Afrikaans,English,4,93,530,0.010463
SouthAfrica,23,Female,1,Afrikaans,English,3,93,523,0.010463
SouthAfrica,38,Female,1,Afrikaans,English,4,93,573,0.010463
SouthAfrica,24,Female,2,Afrikaans,English,3,93,530,0.010463
SouthAfrica,36,Female,2,Afrikaans,English,4,93,543,0.010463
SouthAfrica,34,Male,1,Afrikaans,English,3,93,490,0.010463
SouthAfrica,24,Male,0,Afrikaans,English,4,93,557,0.010463
SouthAfrica,24,Female,2,Afrikaans,English,3,93,529,0.010463
SouthAfrica,22,Female,2,Afrikaans,English,3,93,567,0.010463
SouthAfrica,18,Female,2,Afrikaans,English,3,93,550,0.010463
SouthAfrica,35,Female,3,Afrikaans,English,4,93,559,0.010463
SouthAfrica,23,Female,5,Afrikaans,English,3,93,600,0.010463
Rwanda,36,Male,3,Afrikaans,French,4,16,501,0.010463
SouthAfrica,24,Male,1,Afrikaans,English,3,93,496,0.010463
SouthAfrica,36,Female,1,Afrikaans,English,3,93,508,0.010463
SouthAfrica,33,Male,1,Afrikaans,English,4,93,516,0.010463
SouthAfrica,38,Female,2,Afrikaans,English,2,93,542,0.010463
SouthAfrica,22,Female,4,Afrikaans,English,3,93,580,0.010463
SouthAfrica,38,Male,1,Afrikaans,English,1,93,576,0.010463
SouthAfrica,19,Female,0,Afrikaans,English,3,93,545,0.010463
SouthAfrica,19,Female,3,Afrikaans,English,3,93,534,0.010463
SouthAfrica,24,Male,5,Afrikaans,English,4,93,608,0.010463
SouthAfrica,14,Male,2,Afrikaans,English,2,93,543,0.010463
SouthAfrica,19,Male,1,Afrikaans,English,3,93,509,0.010463
SouthAfrica,29,Female,3,Afrikaans,English,2,93,602,0.010463
SouthAfrica,32,Female,4,Afrikaans,English,2,93,548,0.010463
SouthAfrica,33,Male,6,Afrikaans,English,1,93,610,0.010463
SouthAfrica,22,Female,1,Afrikaans,English,3,93,592,0.010463
SouthAfrica,38,Female,3,Afrikaans,English,4,93,525,0.010463
Sudan,35,Male,3,Afrikaans,English,4,31,459,0.010463
SouthAfrica,23,Female,1,Afrikaans,English,3,93,515,0.010463
SouthAfrica,24,Female,1,Afrikaans,English,4,93,563,0.010463
SouthAfrica,31,Female,1,Afrikaans,English,4,93,560,0.010463
SouthAfrica,29,Female,3,Afrikaans,English,3,93,541,0.010463
SouthAfrica,24,Female,2,Afrikaans,English,4,93,533,0.010463
SouthAfrica,24,Female,2,Afrikaans,English,3,93,516,0.010463
SouthAfrica,32,Female,2,Afrikaans,English,4,93,567,0.010463
SouthAfrica,22,Female,4,Afrikaans,English,3,93,530,0.010463
SouthAfrica,35,Female,3,Afrikaans,English,4,93,523,0.010463
SouthAfrica,26,Male,2,Afrikaans,English,3,93,548,0.010463
SouthAfrica,18,Male,2,Afrikaans,English,3,93,560,0.010463
SouthAfrica,30,Male,1,Afrikaans,English,3,93,546,0.010463
SouthAfrica,19,Female,1,Afrikaans,English,3,93,584,0.010463
SouthAfrica,23,Male,1,Afrikaans,English,1,93,655,0.010463
SouthAfrica,21,Female,0,Afrikaans,English,3,93,507,0.010463
SouthAfrica,25,Female,5,Afrikaans,English,3,93,514,0.010463
SouthAfrica,26,Female,9,Afrikaans,English,3,93,560,0.010463
SouthAfrica,44,Female,1,Afrikaans,English,3,93,528,0.010463
SouthAfrica,38,Female,3,Afrikaans,English,4,93,529,0.010463
SouthAfrica,19,Female,1,Afrikaans,English,3,93,539,0.010463
SouthAfrica,33,Female,7,Afrikaans,English,4,93,596,0.010463
SouthAfrica,35,Female,3,Afrikaans,English,4,93,569,0.010463
SouthAfrica,36,Female,2,Afrikaans,English,4,93,563,0.010463
SouthAfrica,35,Female,8,Afrikaans,English,3,93,559,0.010463
SouthAfrica,34,Male,1,Afrikaans,English,3,93,502,0.010463
Albania,17,Male,3,Albanian,English,3,78,515,0.595079
Albania,23,Female,1,Albanian,German,4,78,521,0.595079
Yugoslavia,22,Female,3,Albanian,Croatian,3,85,519,0.595079
Albania,30,Female,3,Albanian,English,4,78,528,0.595079
Albania,17,Female,1,Albanian,Greek,1,78,481,0.595079
Yugoslavia,26,Female,4,Albanian,French,2,85,515,0.595079
Yugoslavia,20,Male,6,Albanian,English,3,85,581,0.595079
Yugoslavia,22,Male,4,Albanian,Croatian,3,85,471,0.595079
Yugoslavia,22,Male,2,Albanian,English,3,85,601,0.595079
Yugoslavia,23,Female,4,Albanian,English,4,85,486,0.595079
Albania,22,Female,2,Albanian,Monolingual,3,78,454,0.595079
Yugoslavia,21,Male,6,Albanian,Italian,1,85,559,0.595079
Yugoslavia,24,Male,7,Albanian,English,1,85,517,0.595079
Albania,27,Female,2,Albanian,English,4,78,557,0.595079
Albania,23,Female,2,Albanian,Monolingual,3,78,517,0.595079
Albania,37,Male,1,Albanian,English,4,78,567,0.595079
Yugoslavia,28,Male,4,Albanian,English,4,85,473,0.595079
Yugoslavia,20,Male,3,Albanian,German,3,85,498,0.595079
Albania,34,Female,2,Albanian,English,4,78,521,0.595079
Albania,22,Female,1,Albanian,English,3,78,534,0.595079
Yugoslavia,21,Male,4,Albanian,Serbian,3,85,519,0.595079
Yugoslavia,23,Male,4,Albanian,Monolingual,3,85,474,0.595079
Albania,30,Female,2,Albanian,English,4,78,510,0.595079
Yugoslavia,26,Male,3,Albanian,English,3,85,496,0.595079
Yugoslavia,39,Male,4,Albanian,English,3,85,473,0.595079
Albania,19,Male,1,Albanian,English,3,78,492,0.595079
Albania,29,Female,2,Albanian,English,4,78,555,0.595079
Albania,24,Female,3,Albanian,Greek,3,78,532,0.595079
Albania,21,Female,2,Albanian,English,3,78,542,0.595079
Yugoslavia,24,Male,6,Albanian,English,4,85,548,0.595079
Albania,31,Male,2,Albanian,English,4,78,525,0.595079
Yugoslavia,31,Male,3,Albanian,Serbian,3,85,517,0.595079
Albania,18,Female,3,Albanian,Turkish,2,78,510,0.595079
Yugoslavia,40,Male,4,Albanian,English,4,85,522,0.595079
Albania,24,Female,2,Albanian,French,1,78,499,0.595079
Albania,18,Male,6,Albanian,English,3,78,582,0.595079
Yugoslavia,19,Male,3,Albanian,English,3,85,501,0.595079
Yugoslavia,33,Male,2,Albanian,German,4,85,453,0.595079
Yugoslavia,23,Male,5,Albanian,German,3,85,534,0.595079
Albania,20,Female,2,Albanian,English,3,78,495,0.595079
Yugoslavia,33,Female,10,Albanian,English,2,85,551,0.595079
Albania,28,Male,3,Albanian,Greek,3,78,520,0.595079
Yugoslavia,19,Female,1,Albanian,German,1,85,574,0.595079
Yugoslavia,21,Male,3,Albanian,Serbian,3,85,524,0.595079
Albania,25,Male,2,Albanian,English,3,78,506,0.595079
Yugoslavia,27,Male,6,Albanian,German,3,85,512,0.595079
Yugoslavia,27,Female,5,Albanian,English,4,85,509,0.595079
Yugoslavia,20,Female,4,Albanian,English,3,85,481,0.595079
Yugoslavia,28,Male,1,Albanian,English,3,85,543,0.595079
Yugoslavia,27,Male,6,Albanian,English,3,85,521,0.595079
Albania,33,Male,3,Albanian,Monolingual,3,78,458,0.595079
Albania,21,Female,8,Albanian,Greek,3,78,556,0.595079
Yugoslavia,26,Female,5,Albanian,Serbian,3,85,505,0.595079
Albania,21,Female,4,Albanian,English,4,78,555,0.595079
Yugoslavia,47,Male,0,Albanian,English,4,85,478,0.595079
Yugoslavia,30,Male,1,Albanian,German,4,85,473,0.595079
Albania,30,Male,1,Albanian,English,4,78,503,0.595079
Albania,23,Male,5,Albanian,Serbian,3,78,516,0.595079
Yugoslavia,19,Male,4,Albanian,English,3,85,493,0.595079
Yugoslavia,20,Female,8,Albanian,Monolingual,2,85,479,0.595079
Yugoslavia,26,Male,3,Albanian,English,4,85,530,0.595079
Albania,20,Female,0,Albanian,English,3,78,573,0.595079
Yugoslavia,20,Male,1,Albanian,German,3,85,553,0.595079
Yugoslavia,24,Female,3,Albanian,Monolingual,3,85,505,0.595079
France,29,Female,3,Albanian,English,2,113,505,0.595079
Yugoslavia,15,Male,6,Albanian,English,3,85,561,0.595079
Yugoslavia,37,Male,7,Albanian,English,4,85,499,0.595079
Yugoslavia,31,Male,8,Albanian,English,4,85,508,0.595079
Yugoslavia,19,Male,3,Albanian,Serbian,3,85,498,0.595079
Albania,29,Male,2,Albanian,German,4,78,496,0.595079
Yugoslavia,32,Female,6,Albanian,Serbian,3,85,514,0.595079
Yugoslavia,20,Female,5,Albanian,English,1,85,510,0.595079
Yugoslavia,0,Male,25,Albanian,German,3,85,528,0.595079
Albania,29,Male,6,Albanian,Italian,3,78,492,0.595079
Yugoslavia,28,Male,0,Albanian,Dutch,3,85,539,0.595079
Yugoslavia,21,Female,3,Albanian,Croatian,3,85,527,0.595079
Yugoslavia,16,Male,3,Albanian,English,1,85,480,0.595079
Yugoslavia,21,Male,4,Albanian,English,3,85,460,0.595079
USSR,19,Male,4,Albanian,English,2,90,463,0.595079
Albania,25,Female,3,Albanian,English,3,78,526,0.595079
Albania,28,Female,4,Albanian,English,4,78,480,0.595079
Australia,25,Female,1,Albanian,German,4,148,557,0.595079
Yugoslavia,30,Male,4,Albanian,Serbian,3,85,475,0.595079
Yugoslavia,32,Female,9,Albanian,English,4,85,555,0.595079
Yugoslavia,29,Male,4,Albanian,Serbian,3,85,551,0.595079
Albania,25,Female,2,Albanian,English,3,78,497,0.595079
Albania,23,Female,2,Albanian,English,1,78,495,0.595079
Yugoslavia,30,Male,2,Albanian,Monolingual,1,85,463,0.595079
Yugoslavia,39,Female,4,Albanian,Monolingual,3,85,477,0.595079
Yugoslavia,27,Female,2,Albanian,English,3,85,496,0.595079
Yugoslavia,24,Male,8,Albanian,Monolingual,1,85,564,0.595079
Yugoslavia,25,Female,16,Albanian,Monolingual,2,85,508,0.595079
Yugoslavia,15,Male,5,Albanian,English,2,85,483,0.595079
Yugoslavia,26,Male,2,Albanian,Albanian,3,85,493,0.595079
Yugoslavia,32,Male,3,Albanian,Serbian,3,85,485,0.595079
Albania,20,Female,2,Albanian,Italian,3,78,533,0.595079
Yugoslavia,21,Male,3,Albanian,English,3,85,520,0.595079
Albania,35,Female,8,Albanian,English,4,78,481,0.595079
Albania,27,Female,2,Albanian,French,4,78,507,0.595079
Albania,18,Female,2,Albanian,English,3,78,490,0.595079
Yugoslavia,24,Female,2,Albanian,Croatian,3,85,572,0.595079
Yugoslavia,27,Male,9,Albanian,Serbian,3,85,534,0.595079
USSR,20,Male,3,Albanian,German,1,90,497,0.595079
Albania,23,Female,1,Albanian,English,4,78,554,0.595079
Yugoslavia,25,Male,4,Albanian,Monolingual,3,85,457,0.595079
Yugoslavia,38,Male,2,Albanian,Serbian,3,85,466,0.595079
Albania,25,Female,3,Albanian,Italian,3,78,516,0.595079
